date,cleanText,sentiment,sentiment_positive,sentiment_neutral,sentiment_negative
2012-04-05,"Wow, a Tesla owner in Europe just passed 200,000 km while racing his Roadster!",neutral,0.07429943978786469,0.9028772115707397,0.022823326289653778
2012-05-09,Model S exceeds 300 mile range target! Prize for the 1st person to do LA-SF nonstop (400 miles),neutral,0.149489164352417,0.8322915434837341,0.01821926049888134
2012-05-10,"Meant to say: prizes for first 10 who do 400 miles in Tesla w/o recharging, not nonstop, which would require diapers :)",neutral,0.047839853912591934,0.93460613489151,0.017553988844156265
2012-05-20,"Simulations show launch ok with bad valve. Still, better to stop &amp; fix. Recalling rockets after launch is not an option.",neutral,0.060414206236600876,0.8207384943962097,0.1188473179936409
2012-05-22,Major Tesla milestone: All crash testing is complete for 5* (max) safety rating. Cars can now be built for sale to public!,neutral,0.48190397024154663,0.5080035924911499,0.010092434473335743
2012-06-22,Model S review by Motor Trend About to deliver the first ten Model S cars from !,neutral,0.12855440378189087,0.8602529764175415,0.011192657053470612
2012-07-01,"After 2008 meltdown, vacation for me just meant email with a view, but SpaceX &amp; Tesla are now strong enough that I can make it real (yay!!)",neutral,0.44816145300865173,0.5421067476272583,0.00973182450979948
2012-07-07,Now back to work. Intense months ahead as we ramp production of rockets and cars.,neutral,0.13852015137672424,0.837494432926178,0.023985452950000763
2012-07-12,"Going at full speed! MT “: Elon- you are my hero my friend.Please!Ramp up production on cars that use NO gas.""",positive,0.5698230862617493,0.40335923433303833,0.02681770734488964
2012-07-15,"""Most of us live in a semi-somnambulistic state &amp; the days fly by. The 2 exceptions are childhood and when we are in love."" - RG",neutral,0.03388627991080284,0.9008854031562805,0.06522834300994873
2012-07-27,"Yes, my absolute goal w Tesla has always been mass market electric cars. Will finally get there with Gen3 program.",neutral,0.3729008436203003,0.6173688769340515,0.00973030086606741
2012-07-31,Goal for Model S is to show that electric is way way better than gas. Combine w solar power &amp; the future looks bright. Model S starts at $50k after federal rebate. Gen3 will be ~$30k. Need to optimize design and scale volume.,neutral,0.35492953658103943,0.6362301707267761,0.008840314112603664
2012-08-01,"Would love to make a Tesla supertruck with crazy torque, dynamic air suspension and corners like its on rails. That'd be sweet...",neutral,0.12288176268339157,0.8614059686660767,0.015712272375822067
2012-08-03,1st pure solar gigawatt hour day just achieved by ! Predict 1st terawatt hour day from all US solar &lt; 15 years.,neutral,0.20464710891246796,0.78572016954422,0.009632729925215244
2012-08-22,I love the sight of Teslas in the morning. Production line review is looking good! Glad to contribute to the Tesla museum and will do more in the future. He was a great man.,neutral,0.2315755933523178,0.7530953884124756,0.015329018235206604
2012-08-27,"Back of the envelope calc: Merlin wd accelerate Model S at 25 g's, so wd break sound barrier in &lt;1.5 sec For their test drive, the Motor Trend team drove from LA to San Diego and back without recharging Motor Trend tests Model S as fastest American sedan at 3.9 sec 0-60 mph and tied for 1st worldwide in stopping distance",neutral,0.40994226932525635,0.5621694326400757,0.02788832038640976
2012-09-06,Tesla Model S driven 285 miles from Vegas to the beach in LA on a single charge by,neutral,0.05697113648056984,0.9237130880355835,0.01931574009358883
2012-09-14,Tesla Supercharger unveiling event set for Sept 24. It will feel like alien spaceships landed at highway rest stops.,neutral,0.035417892038822174,0.940856397151947,0.023725667968392372
2012-09-17,Tesla made 100 vehicle bodies this week for the first time. Really proud of the team! Pic of S/N 396:,neutral,0.2190517634153366,0.7677491903305054,0.013199049979448318
2012-09-19,The first owner to drive coast to coast in a Model S is about to complete the journey !,neutral,0.12930163741111755,0.8585677742958069,0.01213060598820448
2012-09-24,Model S review by . Totally agree with criticisms. Corrections coming soon.,neutral,0.09771708399057388,0.8431912064552307,0.05909177288413048
2012-09-25,The Tesla Supercharger will over time allow you to travel anywhere on pure sunlight for free,neutral,0.11295633763074875,0.8778975605964661,0.009146071039140224
2012-10-01,Review of the Model S by,neutral,0.03709344565868378,0.9355778694152832,0.0273287370800972
2012-10-04,An update about Tesla,neutral,0.034368377178907394,0.9362475872039795,0.029384002089500427
2012-10-22,Just wrote a blog piece about Tesla stores,neutral,0.043163709342479706,0.9267600178718567,0.030076319351792336
2012-10-28,"V proud of Tesla team for completing 1000th Model S body. More cars made this month than entire rest of year Reply to : Yes, Model S seats 5 adults + 2 kids with room for luggage in the front trunk. My kids love the rear facing seats best. Pic of the Model S getting supercharged with the lovely Doing LA to SF road trip in Model S with all 5 kids &amp; Talulah. Supercharger finished charging b4 we finished our burgers!",neutral,0.14696279168128967,0.838679313659668,0.01435787696391344
2012-11-16,Original article on Model S from : Sounds like Consumer Reports had a good experience with the Tesla Model S,positive,0.728968620300293,0.25975292921066284,0.011278443969786167
2012-11-20,"Mass. judge denies auto dealers' demand to kill our little Tesla store. Yay, justice prevails!",neutral,0.06818383932113647,0.5530219674110413,0.37879422307014465
2012-12-04,Am happy to report that Tesla was narrowly cash flow positive last week. Continued improvement expected through year end.,positive,0.9605309963226318,0.01947287656366825,0.019996125251054764
2012-12-09,Congrats to for being the first to drive a Tesla Model S over 400 miles on a single charge!,neutral,0.3136650621891022,0.6742255687713623,0.01210942305624485
2012-12-11,Tesla was just approved for a full Class 1 Massachusetts Auto Sales License by a vote of 4 to 1. Much appreciated!,neutral,0.23773691058158875,0.7523332834243774,0.009929832071065903
2012-12-12,"Tesla articles 30 mins apart: ""This Stock is Screaming Buy"" and ""This Stock Could Get DESTROYED""",neutral,0.021105872467160225,0.5705674290657043,0.4083267152309418
2012-12-19,"Thanks! “: Have driven a Tesla Model S 50 miles now. It's clearly the iPhone of cars—by far the best car ever made.""",positive,0.5010274648666382,0.4834721088409424,0.01550043374300003
2012-12-29,CA's Death Valley is again! Tesla hot weather testing was done there. Model S was fine but gas tow truck overheated.,negative,0.052885379642248154,0.06538860499858856,0.881726086139679
2013-01-04,"Nice story about a Model S coast to coast road trip. By end of year, it will be Superchargers all the way!",neutral,0.10392493009567261,0.8820235133171082,0.014051566831767559
2013-01-18,"Maybe already under control, but Tesla &amp; SpaceX are happy to help with the 787 lithium ion batteries.",positive,0.6516430974006653,0.3385252058506012,0.00983175914734602
2013-01-30,My thoughts on the nature of the issue with the battery pack supplied to Boeing,neutral,0.029026269912719727,0.9393354058265686,0.031638335436582565
2013-02-11,"Btw, more free East Coast Superchargers coming soon. Will allow lower initial charge, v high speed trip &amp; long detours, like NYTimes drive. Yeah, Top Gear pretended the Tesla Roadster ran out of charge and they had to push it home. Logs showed 50 miles range left. Thanks Tom! Support of real Tesla customers like yourself who drive the car every day is v much appreciated. Tesla data logging is only turned on with explicit written permission from customers, but after Top Gear BS, we always keep it on for media. Tesla blog coming soon detailing what actually happened on Broder's NYTimes ""range test"". Also lining up other journalists to do same drive. NYTimes article about Tesla range in cold is fake. Vehicle logs tell true story that he didn't actually charge to max &amp; took a long detour.",neutral,0.04501364007592201,0.924084484577179,0.03090188279747963
2013-02-14,Testing the Model S on a surface of pure ice and snow,neutral,0.0742926374077797,0.9131940603256226,0.012513323687016964
2013-02-15,"Genius move “: Well, to be fair, they did use the controversial gimmick of actually charging up the car” CNN about halfway through East Coast Supercharger test drive of Model S w &amp;",neutral,0.0701569989323616,0.9090990424156189,0.02074390836060047
2013-02-19,Thanks ! “: The Model S delivered what promised. A ride to make you re-think going electric.”,positive,0.7549098134040833,0.2354734241962433,0.009616727009415627
2013-03-06,Am in Oslo to thank the Norwegian customers of personally. Highest Model S orders per capita in the world.,neutral,0.2546714246273041,0.7361579537391663,0.009170680306851864
2013-03-08,Check out Model S at Tesla Austin Gallery at The Domain opening today! I will stop by this eve and tomorrow morning. Minnesota auto dealers tried to pass legislation to block Tesla stores. Bill was just defeated in Senate. Thanks MN!,negative,0.05859087035059929,0.267842561006546,0.6735665798187256
2013-03-10,Using Über to order a Tesla Model S with and Using Über to order a Tesla Model S with and,neutral,0.041253138333559036,0.9435958862304688,0.015150942839682102
2013-03-17,Craig Venter talks about flu vaccines and the Tesla Model S. Gesundheit!,neutral,0.05940794199705124,0.9235247373580933,0.017067285254597664
2013-03-23,". It has always been my dream to produce a low cost, compelling electric car. We are 3 to 4 years away. Wish it could be sooner. Review of Tesla Model S by . Good article w minor errors addressed in reader comments . Model S works great in cold. Highest sales/capita are in Norway and we have a ton of customers in Canada. . It has always been my dream to produce a low cost, compelling electric car. We are 3 to 4 years away. Wish it could be sooner. Review of Tesla Model S by . Good article w minor errors addressed in reader comments",neutral,0.07391799241304398,0.8935194611549377,0.03256252408027649
2013-03-24,It will be slightly smaller w fewer features as std. Think Audi A4 or BMW 3 vs Model S being S7 or M5,neutral,0.03617744520306587,0.9314272403717041,0.032395269721746445
2013-03-26,"Future will indeed be rooftop solar + battery pack, w utility company just providing backup power",neutral,0.12174680829048157,0.8702197074890137,0.008033530786633492
2013-03-29,A123 battery company renames itself B456 after bankruptcy (really).,neutral,0.028461560606956482,0.9395970702171326,0.031941331923007965
2013-03-30,"If you support Tesla in Texas, please contact your state Senate or House member. Free enterprise! If you support Tesla in Texas, please contact your state Senate or House member. Free enterprise! Auto dealers in Texas are trying to stop Tesla. Would appreciate your help in fighting for what's right",neutral,0.13126172125339508,0.8379372954368591,0.030800938606262207
2013-03-31,Thanks Bob “: Tesla Takes on TX Dealer's Association (MA too) - Repeal anti-competitive dealer laws -,neutral,0.4349970519542694,0.5493205189704895,0.015682440251111984
2013-04-01,"To be clear, Tesla is in California, so it is not April Fool's yet! Also, some may differ, but imo the Tues news is arguably more important. First profitable Q for Tesla thanks to awesome customers &amp; hard work by a super dedicated team",positive,0.8816350698471069,0.10811399668455124,0.01025097630918026
2013-04-02,"Today's Tesla announcement is actually the 2nd in a 5 part trilogy (love Douglas Adams) Hoping to open the Century City Tesla store this month. It is my neighborhood mall, so I'm there all the time. Am headed to TX next week to thank people personally for supporting Tesla. Please head to SB 1659 @ 8am tomorrow Certainly true that many people believe that Tesla and SpaceX are powered by the Infinite Improbability Drive :) Today's Tesla announcement is actually the 2nd in a 5 part trilogy (love Douglas Adams)",neutral,0.05226922407746315,0.9265807271003723,0.021150017157197
2013-04-08,"New Tesla red going down assembly line for the first time. We spent a lot of time on this color! Sarah Palin calls Tesla a loser. Am deeply wounded. Btw, Model S warranty does cover ""bricking"".",neutral,0.04670275002717972,0.8714275360107422,0.0818696916103363
2013-04-09,Just had Texas BBQ for lunch in Capitol Building. About to head to House Committee hearing to advocate for Tesla in TX. In TX to make the case for allowing Tesla to sell cars. Pls come to Capitol Room E2.014 at 1:30!,neutral,0.05030960962176323,0.9329068660736084,0.01678353361785412
2013-04-11,"Stay tuned for a big Supercharger announcement in a few weeks. Definitely have you covered. New York judge just ruled in favor Tesla, dismissing the legal attack by auto dealers to prevent direct sales! Yay for democracy! asks: Should Tesla Motors be able to sell directly to consumers?",neutral,0.12314184010028839,0.8435655236244202,0.03329262509942055
2013-04-17,"If you live in Texas and are pro Tesla, please vote in the opinion poll!",neutral,0.05307731032371521,0.9283931851387024,0.01852951943874359
2013-04-23,"Not all good news. Virginia DMV Commissioner just denied Tesla a dealer license, despite Hearing Officer being in favor.",neutral,0.18229928612709045,0.6572174429893494,0.16048330068588257
2013-04-25,"Thanks, important clarification. Tesla announcements are always about making product experience better. Market follows eventually. Announcement of new strategy tomorrow. Tesla owners will like this.",neutral,0.2829969525337219,0.7024813294410706,0.014521726407110691
2013-04-30,Auto Dealer Sterling McCall makes the case for Tesla direct sales in Texas Auto Dealer Sterling McCall makes the case for Tesla direct sales in Texas,neutral,0.04458096623420715,0.9368083477020264,0.018610680475831032
2013-05-02,High pressure helium. Needs to be ultra light. All 4 legs together (~60 ft span) weigh less than Model S. Time to up the ante (and fix some mistakes). Tesla announcement tomorrow.,neutral,0.12725140154361725,0.8490706086158752,0.023677965626120567
2013-05-03,Tesla raises Model S resale value guarantee to highest in auto industry Am getting lots of questions about the big Supercharger announcement. Aiming to do that the week after next. Tesla raises Model S resale value guarantee to highest in auto industry,positive,0.868484616279602,0.11799599230289459,0.013519372791051865
2013-05-04,"Earnings call next week, then Supercharger week after and then... the mystery announcement/demonstration :)",neutral,0.01938619278371334,0.9415073990821838,0.0391063392162323
2013-05-05,Most people have never heard of Nikola Tesla. That will hopefully change over time.,neutral,0.07940423488616943,0.9025570750236511,0.01803874969482422
2013-05-06,"Anyone interested in doing ultra hardcore vehicle engineering at Tesla, please apply! Chris Porritt from Aston Martin just joined as head of vehicle engineering at Tesla Anyone interested in doing ultra hardcore vehicle engineering at Tesla, please apply! Chris Porritt from Aston Martin just joined as head of vehicle engineering at Tesla",neutral,0.06995537877082825,0.9069663286209106,0.02307831682264805
2013-05-07,"Tesla priority is electrification of cars, so priority is Model S, Model X, then mass market third gen vehicle &amp; truck Am a fan of Larry, Sergey &amp; Google in general, but self-driving cars comments to Bloomberg were just off-the-cuff. No big announcement here Tesla priority is electrification of cars, so priority is Model S, Model X, then mass market third gen vehicle &amp; truck Creating an autopilot for cars at Tesla is an important, but not yet top priority. Still a few years from production.",neutral,0.03853088617324829,0.9232500791549683,0.03821900859475136
2013-05-08,"Just want to say thanks to customers &amp; investors that took a chance on Tesla through the long, dark night. We wouldn't be here without you.",neutral,0.18263322114944458,0.8001985549926758,0.017168190330266953
2013-05-09,There is a way for the Tesla Model S to be recharged throughout the country faster than you could fill a gas tank. There is a way for the Tesla Model S to be recharged throughout the country faster than you could fill a gas tank. Totally agree. Tesla will circle back and do something cool for Roadsters next year.,neutral,0.17507463693618774,0.8090956211090088,0.015829792246222496
2013-05-12,"Tesla software knits together Google Voice, Slacker, Gracenote &amp; others and streams over 3G (will be LTE later) Hold down voice button &amp; say ""Play Amish Paradise by Weird Al Yankovic"". Model S can play almost any song via Internet.",neutral,0.028532367199659348,0.949731171131134,0.02173640951514244
2013-05-13,"Yes, usually several times more energy over the course of the year than is needed by the Model S",neutral,0.06982221454381943,0.9170152544975281,0.013162496499717236
2013-05-14,Supercharger announcement pushed to next week. Something else this week.,neutral,0.028477758169174194,0.906466007232666,0.06505618244409561
2013-05-15,Soon Model S will feature druidic dwarves dancing around a miniature stone henge,neutral,0.05820505693554878,0.9270356297492981,0.01475929282605648
2013-05-22,Tesla wired the funds to repay the DOE loan today. Only US car company to have fully repaid govt,neutral,0.3515075743198395,0.635188102722168,0.013304285705089569
2013-05-23,Interview with about Tesla and DOE loan gets into some of the details,neutral,0.039821773767471313,0.9378378391265869,0.022340405732393265
2013-05-24,"We created electric cars to help solve the problem, not because we thought it was easy money. Still isn't.",neutral,0.08351545035839081,0.8942791223526001,0.022205494344234467
2013-05-25,"Am not suggesting shutting down CO2 production, but rather to price in environmental cost &amp; shift to sustainable energy Technically, I ""got rich"" from Zip2 &amp; PayPal w zero govt anything, then put 100% of that into SpaceX, Tesla &amp; SolarCity. Net of gas savings, a Tesla is $550 to $600/month with down payment taken care of by tax credits. Maybe less costly then it first seems. Me &amp; other private money funded Tesla for first 7 years, got IPO+ govt money for 3, now paid back. Yes, carbon tax would be a better way. Great article on Tesla-dealer battle by Leilani Munter (), who lives in NC",neutral,0.07816727459430695,0.9089116454124451,0.012921095825731754
2013-05-26,You Can Fit A Lot Of Kindergartners In A Tesla Model S - Houston Chronicle,neutral,0.07538285851478577,0.9116556644439697,0.01296148356050253
2013-05-30,Huge expansion of Tesla Supercharger network underway. Will cover LA to NY by end of year Huge expansion of Tesla Supercharger network underway. Will cover LA to NY by end of year,positive,0.5179738402366638,0.458956241607666,0.0230699572712183
2013-06-05,"Forgot to say one thing at Tesla annual shareholders meeting: just as my money was the first in, it will be the last out.",neutral,0.05885043740272522,0.9074866771697998,0.03366289660334587
2013-06-12,Battery storage of solar power needed for night operation &amp; to buffer grid during day. Beta projects are going well.,positive,0.7302446365356445,0.26068535447120667,0.009070049040019512
2013-06-18,"Battery pack swap works with all Tesla Model S cars, past and present. It was always there. Shai actually got the idea from a visit to Tesla. The idea is obvious (many things allow battery swap), but the technology is not. Battery pack swap works with all Tesla Model S cars, past and present. It was always there. Shai actually got the idea from a visit to Tesla. The idea is obvious (many things allow battery swap), but the technology is not. Video of battery pack swap will be posted to the Tesla website around 9:30pm, so those attending will see this first.",neutral,0.03823141008615494,0.9321874976158142,0.02958112582564354
2013-06-19,Partial recall of Model S,neutral,0.04173789918422699,0.6464328169822693,0.3118292987346649
2013-06-20,Tomorrow night: fastest gas pump in LA vs Tesla battery pack swap,neutral,0.21771009266376495,0.7694856524467468,0.012804266065359116
2013-06-21,"The NY auto dealers lost in court, so now they are funding a bill in NY legislature to block Tesla Tesla pack swap vid still being edited (multiple camera angles). In meantime, this article contains a vid",neutral,0.030773578211665154,0.7773654460906982,0.19186092913150787
2013-06-25,Tesla service can do coating or can be done by any auto glass coating company. My car is done on side &amp; rear,neutral,0.03412386402487755,0.9466843605041504,0.01919177547097206
2013-07-02,"Woohoo, Tesla direct sales petition passed the 100k threshold! Thanks a lot to everyone that helped!! Woohoo, Tesla direct sales petition passed the 100k threshold! Thanks a lot to everyone that helped!!",positive,0.7228325009346008,0.2578965425491333,0.019270963966846466
2013-07-23,"Oh yeah, well Tesla will study a plan to study the GM team that's studying Tesla, so there!",neutral,0.10187260061502457,0.8819037079811096,0.016223730519413948
2013-07-28,"One of the first Tesla Supercharger stations in Europe is being built in Cinderella, Norway",neutral,0.2377004325389862,0.7549529671669006,0.0073465765453875065
2013-08-20,Model S achieves best safety rating of any car ever tested by US govt,positive,0.942063570022583,0.04593115299940109,0.01200531329959631
2013-09-06,Video review of Model S vs. Aston Martin Rapide S by,neutral,0.0483543761074543,0.9295775294303894,0.0220680870115757
2013-09-18,"Engineers interested in working on autonomous driving, pls email autopilot.com. Team will report directly to me. Intense effort underway at Tesla to develop a practical autopilot system for Model S",positive,0.6169075965881348,0.3723629415035248,0.010729456320405006
2013-09-19,Am happy to hear that GM plans to develop an affordable 200 mile range electric car. Right target. Hope others do same.,positive,0.6864606738090515,0.3023177981376648,0.01122152991592884
2013-10-04,About the Model S fire ...,neutral,0.0765952542424202,0.8851915597915649,0.038213204592466354
2013-10-30,Tesla West Coast Supercharger network now energized. Travel from Vancouver to Tijuana in styel!,neutral,0.21185092628002167,0.7782183885574341,0.009930712170898914
2013-11-10,Model S owner blogs about TN accident,neutral,0.02228168025612831,0.9233868718147278,0.054331421852111816
2013-11-19,"Tesla is also extending the Model S warranty to cover any fire damage even if due solely to a driver accident Tesla is also extending the Model S warranty to cover any fire damage even if due solely to a driver accident What makes this incredibly unjust is that the Model S to date has the best safety record of any car on the road (no injuries or deaths ever) Why does a Tesla fire w no injury get more media headlines than 100,000 gas car fires that kill 100s of people per year? Mission of Tesla",neutral,0.07985690236091614,0.880380392074585,0.0397627018392086
2013-11-21,Tesla Model S Consumer Reports customer satisfaction survey highest of any car on road at 99/100,positive,0.8073562383651733,0.09456964582204819,0.09807415306568146
2013-11-28,"...but only if you like your house ""Honda recalls Fit for fire risk, says park it outside "" Model S can seat 5 adults, two kids and has a front trunk for luggage. Might work for you. Model S Owner drives 3121 miles solo from Canada to Mexico",neutral,0.1086445152759552,0.8795627355575562,0.011792780831456184
2013-12-02,"German govt reviews Tesla Model S fires. All due to high speed impacts, no injuries. Concludes: no defects, no recall",neutral,0.11485815048217773,0.5530024766921997,0.33213934302330017
2013-12-03,"The writer of this article had a problem with his 12V battery, so main pack was constantly charging it.",negative,0.012396872974932194,0.14036953449249268,0.8472334742546082
2013-12-05,Should mention that the battery cells used for this are 200 Wh/kg vs 250 for Model S. No short term supply constraint. Solar power w batteries will be the primary (not exclusive) means of sustainable energy production,neutral,0.07615721225738525,0.9147851467132568,0.00905768945813179
2013-12-22,"Yes, definitely needs a huge amount of battery capacity. ~1/3 of energy produced during day must be stored",neutral,0.130274698138237,0.8582698106765747,0.01145553681999445
2014-01-23,Tesla policy is to charge the same price (+ taxes &amp; shipping) everywhere in the world Tesla policy is to charge the same price (+ taxes &amp; shipping) everywhere in the world,neutral,0.03422728553414345,0.9464592933654785,0.01931336335837841
2014-01-26,"Two teams from Tesla aiming to set a cross-country EV speed record this week. Departing Fri from LA, arriving Sun in NY. Tesla Supercharger network now energized from New York to LA, both coast + Texas! Approx 80% of US population covered.",neutral,0.14476871490478516,0.8438593149185181,0.011371943168342113
2014-01-30,Tesla cars are now in all 50 US states (map credit Edmunds)!,neutral,0.13356393575668335,0.8525617122650146,0.013874352909624577
2014-02-02,Tesla LA to NY Supercharger rally just completed in 76 hours across northern route in dead of winter thru heavy snow!,positive,0.5554858446121216,0.4214654266834259,0.02304874360561371
2014-02-07,"Value is holding up ""Tesla car is worth more used than new | MNN -",positive,0.4977327883243561,0.49079421162605286,0.01147301122546196
2014-02-09,"Tesla V6 software upload coming soon. Need to make sure it is ""awesome"" - Lord Business",neutral,0.14098866283893585,0.8410218954086304,0.017989473417401314
2014-02-25,Model S receives highest customer satisfaction score of any car ever surveyed by Consumer Reports,positive,0.9348241686820984,0.04354306682944298,0.021632792428135872
2014-03-11,New Jersey auto dealers subverting democratic process to try to block Tesla sales,negative,0.021535927429795265,0.14314161241054535,0.8353225588798523
2014-03-14,"Yes, I'm confident that Tesla will do something with them. Working on a Model S environmental impact blog this weekend to counteract BS like the graphite story. Beyond ridiculous... Yes, I'm confident that Tesla will do something with them. Just discovered a great Tesla ad made by 2 recent college grads. I love it!",neutral,0.28786948323249817,0.6959503889083862,0.01618010737001896
2014-04-01,Announcing a revolutionary Tesla driving technology,neutral,0.10948841273784637,0.8780356049537659,0.012476039119064808
2014-04-05,Review of Model S by much appreciated,neutral,0.05929042771458626,0.9208218455314636,0.01988770067691803
2014-04-07,"Bloomberg article today also has oddly false details. I don't eat breakfast at Tesla and drink coffee, not juice. Bloomberg article today also has oddly false details. I don't eat breakfast at Tesla and drink coffee, not juice.",neutral,0.03383643552660942,0.5666389465332031,0.39952462911605835
2014-04-08,"Also, breakfast at Tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee Tesla US business leasing program went live today Also, breakfast at Tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee Leasing a Model S takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered Tesla US business leasing program went live today",neutral,0.029855476692318916,0.9470301866531372,0.023114286363124847
2014-04-24,100th Supercharger goes live,neutral,0.12016291916370392,0.8601561188697815,0.01968098245561123
2014-04-29,Superchargers in Canada will go live in 6 to 8 weeks. Update on forums shortly.,neutral,0.028052862733602524,0.9470503926277161,0.024896735325455666
2014-05-25,Prince Albert &amp; Princess Charlene drove a Tesla around the track to open Monaco! The honor is much appreciated :),neutral,0.14420104026794434,0.8419179916381836,0.013881038874387741
2014-05-29,Model S in drag queen competition,neutral,0.0596870481967926,0.9118983745574951,0.02841453067958355
2014-06-12,Regarding Tesla patents Regarding Tesla patents,neutral,0.03262512758374214,0.9234123229980469,0.04396256431937218
2014-06-17,"SolarCity to build the world's largest advanced solar panel factory in upstate New York Edmunds beats Tesla LA-NY record by several hours! “: Made it! Our Model S made LA-NY run in 67 hrs and 21 mins""",positive,0.7921732664108276,0.1928246021270752,0.015002107247710228
2014-07-01,Tesla Model S named top model in perceived quality via,positive,0.8673924803733826,0.1215456873178482,0.01106188353151083
2014-07-10,Tesla Superchargers delivered over 1GWh last month. Long distance driving growing exponentially A lot of Canadian Superchargers are in work and will start going live in the next month or so Tesla Superchargers delivered over 1GWh last month. Long distance driving growing exponentially,neutral,0.20997075736522675,0.7611472010612488,0.028882024809718132
2014-08-15,"Yes. Technically Model 3 or maybe three horizontal bars. Won't be three vertical bars. Yes. Technically Model 3 or maybe three horizontal bars. Won't be three vertical bars. Model S drivetrain warranty increased to infinite miles, applies retroactively ...",neutral,0.1923568844795227,0.7924304008483887,0.015212726779282093
2014-08-23,Ad taken out in Palo Alto Daily by two Model S owners is right. Many of the suggestions will be implemented soon.,neutral,0.14812320470809937,0.8396083116531372,0.012268446385860443
2014-08-25,Model S limits torque if brake &amp; accel simul pressed. Going to zero torque with brake press would be a safety hazard. That has been my goal from the beginning. Need the Gigafactory for Model 3. Model S limits torque if brake &amp; accel simul pressed. Going to zero torque with brake press would be a safety hazard. That has been my goal from the beginning. Need the Gigafactory for Model 3.,neutral,0.056777581572532654,0.8721469044685364,0.07107555121183395
2014-09-08,Handing over the first Tesla Model S cars in Japan,neutral,0.1338745355606079,0.8560097813606262,0.010115720331668854
2014-09-11,"Official Gigafactory address to be: Electric Avenue, McCarran, Nevada",neutral,0.026479974389076233,0.9151250123977661,0.05839502066373825
2014-09-20,Calendar app w tap to nav &amp; traffic predictor in Tesla V6.0 release will radically improve how the car adapts to the owner over time,positive,0.7935800552368164,0.19887873530387878,0.007541227620095015
2014-10-09,Just got word that the cumulative miles of the worldwide Tesla fleet passed half a billion!,neutral,0.23744778335094452,0.7436749935150146,0.018877262249588966
2014-10-11,Dual Motor Model S with Autopilot Dual Motor Model S with Autopilot,neutral,0.04465385898947716,0.9353111982345581,0.02003488689661026
